Tour_ID,High Cost,Higher Cost,Highest Cost,Low Cost,Lower Cost,Normal Cost
tour_idvay0ce8g,0.01776501,0.004692479,1.2119986e-05,0.2316202,0.2187099,0.52720034
tour_idljettp5j,0.013384998,0.0014258457,1.2974309e-05,0.42512494,0.24590394,0.31414726
tour_id6b75m18g,0.014425711,0.0040481486,2.8815286e-05,0.31950992,0.113654904,0.5483325
tour_idh1qz4kip,0.35858223,0.20598523,0.009700759,0.13806553,0.021176193,0.26649007
tour_idct1mds8n,0.43551734,0.45968243,0.008883286,0.009309662,0.011765586,0.07484168
tour_idmdkapl5e,0.17266956,0.5496618,0.012150611,0.018622974,0.024497617,0.22239742
tour_idtxl27kyw,0.11658302,0.013315598,0.00027186747,0.1255557,0.04912791,0.6951459
tour_id3f5s1s8k,0.1703183,0.6167344,0.047273703,0.01685665,0.010967523,0.13784944
tour_idmy8ugm33,0.1438666,0.63333434,0.060129467,0.010095406,0.004053202,0.14852104
tour_id15xhujqe,0.116560094,0.7542117,0.029834216,0.0010294159,0.003875912,0.0944887
tour_idnvjzjzis,0.03188242,0.01713428,1.2550355e-05,0.28940728,0.26965815,0.3919053
tour_idicgj22ml,0.09034488,0.8829593,0.010832893,0.0019671512,0.0015448859,0.012350827
tour_ideq6kef16,0.93115264,0.044340663,0.014787105,0.000258369,0.00054357643,0.008917599
tour_idm3ru5o69,0.13505213,0.7479148,0.04176208,0.0070801284,0.0023530289,0.065837786
tour_idtjnibi1v,0.060824126,0.008748155,2.6297716e-05,0.17420767,0.14426403,0.6119297
tour_id9mqg4jpi,0.67331004,0.20194279,0.0016397015,0.007202059,0.0074086846,0.10849677
tour_id6qtlrlj0,0.17330886,0.024798078,0.00015389906,0.019818582,0.03573615,0.74618447
tour_id7quxawwm,0.57771593,0.13933995,0.002366561,0.0046476657,0.005121277,0.2708086
tour_id37beg9uz,0.4733905,0.31544214,0.0073694633,0.004066134,0.013056651,0.18667515
tour_idmul4fjnn,0.06283127,0.014171115,3.386578e-05,0.24984694,0.15143636,0.5216805
tour_idotkse0oz,0.4260494,0.3997294,0.0026933905,0.0053932164,0.026798047,0.13933659
tour_idctl4gkkk,0.37186074,0.53920263,0.015688311,0.0035977585,0.004641902,0.065008715
tour_idkzhlxsk5,0.38877228,0.37001786,0.0027347896,0.0020702244,0.0069150045,0.22948988
tour_idt8nbpyzu,0.38086975,0.153462,0.00032900003,0.074771985,0.020557337,0.37000993
tour_idlvf31ik8,0.24626005,0.4504791,0.0020858794,0.014378897,0.006642976,0.28015316
tour_idbgqv7ifs,0.010436467,0.0019513149,7.746608e-05,0.19331603,0.09159154,0.7026272
tour_id0prergei,0.017447967,0.0024510007,8.492465e-06,0.20141064,0.22412454,0.5545574
tour_idj7tc65fn,0.18546046,0.04998229,0.0002355504,0.07217158,0.046903174,0.6452469
tour_idm1x1vxbw,0.016906843,0.0046397652,7.166307e-05,0.31494203,0.35881242,0.30462727
tour_id21v0cxt1,0.28577632,0.5716585,0.008724523,0.012154841,0.018736225,0.102949575
tour_id1mcdpog2,0.03840518,0.018137746,0.00017757107,0.09691651,0.09414112,0.7522218
tour_idhqzs2gq8,0.021554336,0.010696388,2.964777e-05,0.38576794,0.12331685,0.45863482
tour_idbjvcvpse,0.04284061,0.007725299,2.1592072e-05,0.104171656,0.0756494,0.7695915
tour_idqmtjec5c,0.41242003,0.09551288,0.008131713,0.0062181056,0.05233271,0.42538455
tour_idjylqwsbx,0.5296955,0.2771938,0.019343182,0.0015125516,0.0075593186,0.16469564
tour_id59lpui19,0.020489033,0.0035304318,1.5219804e-05,0.23122598,0.45137736,0.293362
tour_idfcuq5wgy,0.33632237,0.03426271,0.00014108057,0.20032023,0.0406609,0.38829273
tour_id7pyzqpkw,0.1333295,0.7615585,0.07087498,0.0013352409,0.0044126343,0.028489105
tour_ideb9lf8br,0.31204018,0.6329583,0.0061237006,0.008100981,0.0015358533,0.039240938
tour_idzogf5dwk,0.15760604,0.107180566,0.0006816719,0.010439601,0.013213187,0.7108789
tour_id41mnpgqc,0.064712085,0.8832198,0.012284232,0.012951747,0.00094573596,0.02588644
tour_idmwyzw189,0.008224176,0.0031815039,2.3775561e-05,0.3224085,0.49857423,0.16758782
tour_idtjumeoc1,0.2500711,0.46504116,0.007269637,0.041241344,0.020959489,0.2154173
tour_idtncu3vvj,0.010264231,0.0020354989,7.105493e-06,0.48146245,0.09179571,0.414435
tour_idzcavo88u,0.0047258497,0.016573934,0.00015044471,0.44300556,0.2403752,0.29516906
tour_idkot0odg6,0.013858141,0.0046355277,2.419273e-05,0.016797597,0.06728433,0.8974002
tour_id8z19zqq4,0.1793921,0.7612251,0.008634654,0.0021116596,0.0027416125,0.045894824
tour_idm10lb8m7,0.3627481,0.021824215,0.000693902,0.022916235,0.02926053,0.56255704
tour_idr3vd82x6,0.68576926,0.20123191,0.012894485,0.015239351,0.005488252,0.07937676
tour_iduzdp7vc3,0.29740563,0.60170174,0.02600549,0.0023053456,0.0039157285,0.06866605
tour_id095wm8uu,0.20033121,0.17467499,7.537198e-05,0.0643369,0.00831044,0.55227107
tour_idfr76spf4,0.55173856,0.38275722,0.0023735736,0.0018799995,0.0036768995,0.057573784
tour_idjs9dcswi,0.120040104,0.7972169,0.0039547076,0.005628342,0.0033938258,0.06976611
tour_idz34rclqa,0.33240926,0.21820065,0.0006160936,0.009493671,0.0022784737,0.43700185
tour_id68ja64qt,0.28474927,0.12180793,0.00036572272,0.02333096,0.013444761,0.55630136
tour_idxac2uuqv,0.011280852,0.0074942783,3.210555e-05,0.3668148,0.22432828,0.3900497
tour_idf8oqfnlm,0.10488942,0.13954872,0.00011167802,0.060564805,0.20561165,0.48927373
tour_idvunzjwfc,0.25360766,0.58456075,0.00749491,0.0029866323,0.06296165,0.08838844
tour_idw21ciy88,0.19879447,0.6457197,0.09132927,0.0022897848,0.005271329,0.056595434
tour_idh9xqxr96,0.026648838,0.02430795,4.0057657e-05,0.1595706,0.15456563,0.6348669
tour_idxverh9fy,0.0014589258,0.00029561593,4.9132095e-06,0.0144581115,0.9557368,0.028045613
tour_idokj8jc82,0.40212756,0.06524837,0.00038594173,0.0015784475,0.004479832,0.52617985
tour_id7nzgco3n,0.24012344,0.4860643,0.020319473,0.08351626,0.014870865,0.15510565
tour_idssevzcvv,0.11463995,0.13091736,0.00015196651,0.035758417,0.067169406,0.6513629
tour_idpl6n18rb,0.016602479,0.003514133,1.4769401e-05,0.25528073,0.15454286,0.570045
tour_id00ickkxa,0.009418519,0.0061500887,5.135642e-05,0.16912997,0.17977153,0.6354785
tour_idtc8elj66,0.13614318,0.7989325,0.018807232,0.0021652991,0.0037623132,0.040189505
tour_id9jslxdlc,0.19013809,0.64177936,0.09466379,0.008345559,0.0036699595,0.061403267
tour_id7l1tqq3l,0.14174749,0.78909713,0.028003315,0.004670152,0.009720788,0.026761122
tour_idarhine53,0.14985411,0.6305439,0.119437955,0.0044353637,0.010555867,0.085172854
tour_id1ssjmgtf,0.013105726,0.0029164697,5.3255408e-05,0.24458282,0.43927404,0.30006766
tour_idcjzpvsbd,0.19131693,0.035800166,9.0896734e-05,0.010351954,0.0389924,0.7234477
tour_idp53f6fg8,0.011646493,0.0060395054,4.59844e-05,0.39217857,0.20605454,0.3840349
tour_idrgw9c70j,0.60739803,0.14172125,0.008157019,0.017647285,0.019893736,0.2051827
tour_idlx2jlzs3,0.25833878,0.11181043,0.0003130103,0.030062247,0.012712327,0.58676314
tour_idjateimuw,0.7049159,0.17295273,0.0038324473,0.005639047,0.005311346,0.10734861
tour_idof6v2a2t,0.016084533,0.00820576,1.42537065e-05,0.5249453,0.17025702,0.2804931
tour_idbphqzwq0,0.39047274,0.4050846,0.03709059,0.02169346,0.009247094,0.13641149
tour_idnju0d13b,0.37314343,0.36603314,0.09520483,0.009104888,0.047404114,0.10910961
tour_idbtqabgv8,0.18517867,0.19003068,0.0002014447,0.15821955,0.010904986,0.45546463
tour_idkzy90idc,0.31967294,0.45784825,0.054617446,0.0019966222,0.030866157,0.13499859
tour_idybhcrip4,0.12813298,0.8520471,0.01198158,9.250629e-05,0.001320232,0.0064255893
tour_idgo26zwiw,0.030221649,0.8257754,0.09699529,0.0044534365,0.0038196812,0.038734507
tour_id6yuxzmbk,0.16524552,0.62372017,0.02678715,0.0034866966,0.012415204,0.16834527
tour_idxl466y8a,0.27058586,0.051493295,0.0011423861,0.03648525,0.014595624,0.6256976
tour_idx73vs98v,0.15889886,0.62215585,0.02379031,0.023796983,0.02207351,0.1492845
tour_id3r9btjk4,0.05498639,0.022322899,8.133337e-05,0.12993865,0.42720318,0.36546755
tour_idhgq4urqb,0.28354102,0.5944268,0.0115210395,0.0026629425,0.008849664,0.098998494
tour_idurejxr5g,0.71983343,0.15684807,0.0031852797,0.001225856,0.0022729936,0.116634294
tour_id8hmm45yg,0.25255626,0.6343016,0.020604985,0.003140206,0.0020051142,0.08739183
tour_id18jsnowr,0.31929114,0.091068774,0.04553209,0.011296,0.115104824,0.4177072
tour_idgs3jbjvb,0.27009386,0.08642792,0.00022178054,0.006949436,0.015281293,0.62102574
tour_idikwsynra,0.04171146,0.009015735,0.0001086255,0.04852404,0.022854459,0.8777857
tour_idxexxrypa,0.17943679,0.14017473,9.254047e-05,0.14654803,0.007993107,0.5257548
tour_id4vle4re3,0.36222458,0.5569856,0.009429969,0.0034695333,0.0054093273,0.062480945
tour_id4ktjhmd1,0.358769,0.29145434,0.0071614813,0.012184228,0.014216257,0.3162147
tour_id51l3gvnj,0.20037834,0.6163264,0.0030239187,0.016426923,0.0028503232,0.16099413
tour_id8pp1z0qj,0.18596464,0.043254014,0.00011400191,0.038921837,0.05875366,0.6729919
tour_id60ehhnp2,0.17221932,0.6962554,0.033573255,0.005295329,0.0023179501,0.09033875
tour_idpxt0agk9,0.1911746,0.52539456,0.0073574265,0.029196268,0.03789636,0.2089808
tour_id8zqbxmj5,0.29435536,0.4496364,0.08118119,0.006988098,0.015379374,0.15245958
tour_idp5ukjn9m,0.0023086923,0.0011185473,9.702151e-06,0.08150413,0.8750436,0.040015306
tour_idu7oecbie,0.0009106712,0.0002270677,1.1276824e-05,0.09140594,0.8498774,0.057567615
tour_id1dr9cikr,0.09331364,0.8596538,0.014190408,0.0019710583,0.004414555,0.026456563
tour_id0r3qxbif,0.06735204,0.007130196,0.0004415443,0.055913225,0.074948356,0.79421467
tour_idnox2sywq,0.12203928,0.69271153,0.002776476,0.04503494,0.013876127,0.1235616
tour_idy1jgkshd,0.0029574858,0.0016291687,2.01754e-05,0.13376468,0.8164487,0.045179788
tour_idgww40skh,0.6145315,0.337617,0.0011293853,0.0061234115,0.0023190384,0.038279638
tour_ida8jpbqln,0.24841408,0.69279736,0.020610351,0.0016667221,0.011561845,0.024949636
tour_idhyrqzusv,0.06271284,0.014152301,6.501865e-05,0.150498,0.016804287,0.7557676
tour_idhad98cqz,0.18083185,0.58561695,0.001953549,0.018748198,0.07224979,0.14059967
tour_idmwm72g00,0.75904906,0.12657528,0.0015305446,0.0007569526,0.0060968013,0.1059914
tour_idvwseyhh5,0.08594367,0.8401947,0.035003573,0.0048370776,0.0053273356,0.028693613
tour_idgcf1yvij,0.00783089,0.0049271123,1.718608e-05,0.39813173,0.15648258,0.43261054
tour_id3rxtrcif,0.051289994,0.90510577,0.013681888,0.0030363337,0.0043902644,0.022495747
tour_idy8ljrftg,0.30056316,0.5735855,0.041955266,0.002186425,0.017202584,0.06450705
tour_idnp3tf107,0.069955796,0.02502574,0.00015180999,0.061176617,0.05103142,0.7926586
tour_id6flbqbca,0.22909503,0.14305328,7.019502e-05,0.05076911,0.028458113,0.5485543
tour_idlwhkzuj1,0.5211921,0.1924104,0.025308179,0.0073132464,0.09755067,0.15622544
tour_idyj7ih64p,0.14588585,0.032146398,3.840262e-05,0.10368773,0.031749338,0.68649226
tour_idpsajjmyx,0.36084014,0.51399344,0.0071323495,0.023729851,0.0066365805,0.08766767
tour_iddjm6wl6i,0.002999375,0.002707447,5.2189334e-06,0.008147954,0.008807329,0.9773327
tour_idtagybv4g,0.2475124,0.6279869,0.03458653,0.004307788,0.022733714,0.06287272
tour_idqafmheqa,0.2591897,0.38885206,0.02603815,0.014431233,0.03939773,0.27209112
tour_idyi6los82,0.61696374,0.10215051,4.3412456e-05,0.024797168,0.016842915,0.23920228
tour_idih1eowcb,0.3887865,0.32607058,0.038673706,0.008579264,0.03391667,0.20397332
tour_id95d3hnoi,0.4771213,0.06514038,0.0030589914,0.010891347,0.060164817,0.3836232
tour_idvldrbm0s,0.049054895,0.008393267,2.8006012e-05,0.08172378,0.07038041,0.79041964
tour_idiu5a5tzw,0.2040135,0.5879756,0.13701156,0.00974374,0.018925134,0.042330407
tour_idv36rzh7c,0.0011250114,0.002233057,2.6381489e-05,0.016613038,0.9555331,0.024469355
tour_id85njxjsn,0.41231045,0.19284238,0.010623161,0.020609625,0.02771901,0.33589533
tour_ids4xd11vg,0.045562595,0.8631436,0.075476505,0.0027989878,0.003117795,0.009900502
tour_ids6e9lk9c,0.26735845,0.31598383,0.0011269228,0.010806495,0.00193687,0.40278742
tour_idhprlrkv6,0.17344816,0.25537243,0.00012909724,0.13747388,0.030492814,0.4030836
tour_id99pyaz9x,0.4722023,0.38550296,0.0034561655,0.0051019057,0.0070345625,0.12670213
tour_idg7e3ui4n,0.45554337,0.15223752,0.0011736993,0.043000903,0.0066458643,0.34139863
tour_idrh37r0j7,0.1444612,0.025540754,0.0002424199,0.06726966,0.10943235,0.6530536
tour_iduxrqhcea,0.21982586,0.6640199,0.0086858105,0.0020691396,0.0039480035,0.10145134
tour_id99d7kiwy,0.08715166,0.38373762,0.0026304757,0.0048802304,0.00481008,0.51679
tour_idw8wm2o5v,0.052336514,0.0114945695,0.00016062381,0.26714903,0.093562335,0.57529694
tour_idqyq9zw0y,0.21243015,0.6745226,0.018902453,0.005175247,0.018921332,0.070048176
tour_idivwq4v1w,0.007509563,0.0059978263,2.6336003e-05,0.37120634,0.29658794,0.31867197
tour_id4xoqo9i1,0.20613445,0.6865534,0.008801453,0.011268884,0.013164625,0.074077226
tour_idnevz5lyh,0.13953687,0.7203467,0.104220375,0.0022235613,0.0070841424,0.026588377
tour_idn49b65yc,0.031693365,0.01667225,6.8421476e-05,0.13736501,0.10072571,0.7134752
tour_idjrta1z0l,0.18562886,0.7142108,0.030788073,0.0006954815,0.0033199538,0.06535685
tour_idequkopmm,0.13748059,0.47660086,0.00014486937,0.013659102,0.024802174,0.3473124
tour_idkr5a8qhh,0.29818967,0.13401502,0.00041957234,0.015837245,0.09468124,0.4568573
tour_idck1i9jpy,0.0052485582,0.0037376615,4.736798e-06,0.16862918,0.72073734,0.10164254
tour_idamsemrsk,0.7517635,0.1338409,0.0012881275,0.004848152,0.0042274236,0.10403188
tour_ide41cohib,0.25104377,0.6554117,0.007820755,0.0427417,0.009951109,0.033030953
tour_id2capxqan,0.0025473365,0.0026767622,2.6535565e-05,0.21702376,0.705959,0.07176658
tour_idmkyy3nzt,0.09426801,0.1534093,0.00515376,0.015604426,0.0029756231,0.7285889
tour_idnhl7qohv,0.097469755,0.029451009,0.0003848973,0.13136229,0.027578996,0.7137531
tour_idh18uxy9f,0.02235724,0.0021182948,1.9571062e-05,0.20021406,0.26844117,0.50684965
tour_idi0vhg24d,0.022402614,0.2737312,0.00080543756,0.019091882,0.041190237,0.64277864
tour_ids4vqip7q,0.43502071,0.37979335,0.0026433368,0.0107305,0.0055045546,0.16630758
tour_idgejmazuc,0.73864007,0.159269,0.00376821,0.006414938,0.0033351872,0.08857264
tour_idf80dee6z,0.2374246,0.29999465,0.0040834122,0.012318557,0.01747555,0.42870322
tour_id52jj29ct,0.11226997,0.068763494,0.68813646,0.007974335,0.012120635,0.11073513
tour_idmku52s29,0.03707569,0.017543267,8.7800065e-05,0.19023393,0.16625257,0.58880675
tour_idfj2056k5,0.18171696,0.058900937,0.0007830864,0.08644752,0.068487704,0.6036638
tour_idk3s3sgcv,0.31422922,0.072713025,0.003287009,0.071229234,0.026951788,0.5115897
tour_idz33d41ks,0.02736772,0.0052052,4.7537855e-05,0.110165216,0.34365734,0.513557
tour_idl0ttjrmc,0.06915148,0.32975534,0.0020678926,0.0059431535,0.052045524,0.5410366
tour_idu5k69z9i,0.19797385,0.3156243,0.02773814,0.103405826,0.24886441,0.10639348
tour_idf66smscv,0.013272421,0.004696818,5.43573e-05,0.44427633,0.24920441,0.2884957
tour_idur0p7exw,0.74628836,0.16150199,0.002621933,0.00844296,0.0038974064,0.077247396
tour_idjsiq8h6o,0.10329344,0.013541632,0.0028580488,0.014694118,0.06004904,0.8055637
tour_idh2992qz6,0.086633205,0.760989,0.10200293,0.0006642165,0.0029314044,0.0467792
tour_idzmu73uvr,0.045864843,0.093328185,0.0001291078,0.11675425,0.2133295,0.5305941
tour_idbsd6a9fg,0.20256814,0.101771824,0.00025608347,0.043787684,0.021692988,0.6299233
tour_id4cj9lep8,0.3262931,0.5240071,0.042792067,0.0066015087,0.013274686,0.08703154
tour_idd18a2stl,0.2473865,0.55380946,0.0029038868,0.003423833,0.03843831,0.15403801
tour_idjrqlybhn,0.098117016,0.031363126,0.0008584138,0.005436182,0.042114723,0.82211053
tour_idxmfwoy4j,0.10839775,0.8336966,0.011026489,0.004985879,0.0036394962,0.03825371
tour_idafio0e6r,0.32372084,0.53238654,0.02324944,0.016273677,0.007898742,0.09647078
tour_idwd2vbr79,0.14426199,0.02723428,4.273869e-05,0.1164591,0.08882349,0.62317836
tour_idtxmv1vn8,0.03317538,0.0033097765,1.4329356e-05,0.33395258,0.061929107,0.5676188
tour_id55m6ye74,0.25346237,0.064193904,0.00026960243,0.086790234,0.029773448,0.56551045
tour_idrjo6d6m0,0.50160986,0.39971218,0.002516208,0.008677867,0.005939069,0.081544794
tour_id7vxwd2qi,0.42561856,0.14315435,0.0017019984,0.05021784,0.0038736232,0.37543362
tour_id2lx80ftk,0.13532822,0.012470099,3.106179e-05,0.023895726,0.18514359,0.64313126
tour_idys87o0ds,0.4571692,0.07696002,0.0011131344,0.024663804,0.008522463,0.4315714
tour_id1fy4lusi,0.67195153,0.23061766,0.0036007108,0.006819301,0.0131743355,0.07383643
tour_iduw6503kx,0.0959753,0.03023015,0.00014646268,0.19171126,0.03848574,0.64345115
tour_idu1kt91ev,0.057056855,0.020079508,6.971444e-05,0.074219406,0.14406203,0.7045125
tour_id53o0z6dv,0.58626753,0.08672275,0.0119487485,0.07410783,0.0067148046,0.23423839
tour_idz6rfgk6y,0.23933533,0.20616865,0.00064229144,0.03982337,0.010011386,0.504019
tour_iddt68t83y,0.030152127,0.004057165,1.4373721e-05,0.27982295,0.2604686,0.42548475
tour_idb6b9fe7o,0.10039023,0.013675262,4.6832698e-05,0.11346308,0.01643276,0.7559919
tour_idgiofw9gq,0.6338672,0.20264637,0.018134007,0.015203485,0.0039817807,0.12616715
tour_idlaknkcn4,0.50180584,0.23819447,0.004618348,0.0062873354,0.021085208,0.2280088
tour_id3tjp864r,0.31743708,0.040132012,0.00033506297,0.04844433,0.052606113,0.54104537
tour_idy76hhahh,0.30184716,0.42115968,0.06425319,0.00737576,0.0054889433,0.19987524
tour_idufgz5k4v,0.40290037,0.08969373,0.0089957435,0.03372385,0.032321505,0.43236476
tour_idt79f2xgp,0.31758583,0.0871371,6.319794e-05,0.04420572,0.022013847,0.5289943
tour_idrpkhu48l,0.5257174,0.07932403,9.2619084e-05,0.008575862,0.0033818935,0.38290823
tour_iddskibken,0.29887244,0.1909762,0.0002694339,0.013355752,0.012824867,0.48370135
tour_id0yne0qoz,0.01209121,0.008258044,6.4617107e-06,0.33970672,0.26913896,0.37079868
tour_idswphik77,0.15541066,0.67710173,0.11267978,0.0119748125,0.004048105,0.03878489
tour_idqq5ggah5,0.08469492,0.81896895,0.064345345,0.0016781993,0.00833332,0.021979235
tour_idu5zt4ri7,0.19056052,0.22010805,0.003895281,0.021933552,0.095886484,0.46761608
tour_idvya147vx,0.033822972,0.8292353,0.10768078,0.0009660437,0.0024888874,0.025806002
tour_idrpntkknt,0.43942672,0.3410512,0.01923463,0.042032283,0.006474146,0.15178098
tour_idraeuhzn4,0.030446589,0.048640627,2.2181972e-05,0.16426264,0.08195706,0.67467093
tour_id9j5ntupu,0.3882138,0.34361675,0.10922023,0.01740292,0.008026245,0.13352004
tour_idzh5y8x5s,0.052657474,0.009820115,2.8323615e-05,0.048092347,0.2075907,0.68181103
tour_idml3wpa4x,0.11322712,0.69679564,0.15132646,0.0064655375,0.006800185,0.025385046
tour_idb5wwneht,0.118328355,0.6954955,0.1431726,0.0043531917,0.008045889,0.03060452
tour_id6j0d5sc0,0.41736245,0.15776575,0.001349337,0.004443677,0.041261885,0.3778169
tour_id8jaxzf3i,0.29903147,0.070965216,0.00041446806,0.087087154,0.029525507,0.5129762
tour_idqtljd0wy,0.6356732,0.071674936,0.005575895,0.012374819,0.012686769,0.26201442
tour_id4rq5gax5,0.11775109,0.041712806,0.0001687485,0.05435021,0.42527658,0.36074057
tour_id220owjdl,0.20233676,0.63082856,0.015593573,0.01264772,0.015870519,0.12272286
tour_idifc5uhep,0.0035276175,0.0028019247,1.9295903e-05,0.29497,0.47309232,0.22558884
tour_idquwcxoqm,0.68313646,0.13764426,0.0013327508,0.018802257,0.013656443,0.14542788
tour_id5dtj3tq9,0.24775635,0.49827814,0.024057053,0.011334243,0.040331807,0.17824237
tour_id7y6t2y1a,0.03757531,0.006009266,2.664399e-05,0.1876313,0.3146158,0.45414168
tour_id7afyqg3c,0.33883363,0.04564596,0.00021205195,0.017930891,0.027383788,0.5699937
tour_idkrwfvqny,0.17979729,0.080801,0.00013314791,0.0655663,0.028824573,0.64487773
tour_idsab6ci0z,0.35215786,0.09371314,0.00018109496,0.02821914,0.009231448,0.5164973
tour_idtbcgl3ok,0.011703826,0.0028138116,2.225923e-05,0.3099706,0.08861161,0.5868779
tour_idb29m1zc9,0.03481381,0.0069145807,1.1707618e-05,0.30214936,0.31031886,0.3457917
tour_idg37cnny5,0.2116494,0.29453787,0.0005396048,0.057234257,0.01120051,0.4248383
tour_idyivzhi1g,0.0662387,0.029972846,4.1579373e-05,0.12489287,0.17682779,0.60202616
tour_idys6jeerv,0.0663711,0.43182346,0.012383146,0.02838737,0.029946616,0.43108827
tour_idf2bhsuv9,0.04332739,0.015078443,2.0795935e-05,0.3096921,0.16395259,0.46792868
tour_idkslkxm6c,0.019479362,0.0012803845,8.447189e-06,0.26722497,0.5133157,0.1986912
tour_idinanh2ib,0.28610533,0.40268174,0.27675572,0.009526482,0.0060395664,0.018891145
tour_idfbvkrd52,0.033582743,0.07383515,5.2496685e-05,0.016340198,0.00087861804,0.87531084
tour_idorlcjtl0,0.38880417,0.4814799,0.0042215753,0.008948665,0.007842105,0.108703546
tour_id1rsu7v9u,0.22665125,0.49317402,0.00089689845,0.006035612,0.07345858,0.19978364
tour_id6syl4xea,0.024705768,0.013463063,6.887799e-05,0.10276256,0.29929408,0.5597056
