Tour_ID,High Cost,Higher Cost,Highest Cost,Low Cost,Lower Cost,Normal Cost
tour_idw21ciy88,0.12563254538098562,0.8005084097788114,0.020516024062447243,0.004366594180392823,0.007015049817496207,0.041961376779866555
tour_idh9xqxr96,0.07513457427774232,0.02677396930840956,0.0025190143461490994,0.15065686610465004,0.13753935452604513,0.6073762214370039
tour_idxverh9fy,0.007245160128462767,0.0017467823093599833,0.00012887398924454478,0.08964800003780386,0.8312104785002108,0.07002070503491802
tour_idokj8jc82,0.38692186907436094,0.14795718564400753,0.0032355719851736298,0.026786829133682168,0.011834086362375653,0.4232644578004001
tour_id7nzgco3n,0.3846012159920369,0.4609842856052486,0.014523067841766718,0.011514044737320909,0.012015754871936063,0.11636163095169073
tour_idssevzcvv,0.16254567105253323,0.03990320554829697,0.001948438614846155,0.08009312003790951,0.06484952454799701,0.6506600401984173
tour_idpl6n18rb,0.005129191177660884,0.0014772996291513652,0.00012294443586651255,0.12823997962543704,0.7673048956883555,0.09772568944352866
tour_id00ickkxa,0.031642953622990855,0.008150313065229953,0.0006430951851362579,0.2625344370597637,0.22675049324011515,0.4702787078267641
tour_idtc8elj66,0.22068363208679428,0.6647274930937339,0.036831469350621336,0.0049232359866348135,0.009979110340552448,0.06285505914166309
tour_id9jslxdlc,0.14579620436867272,0.7792192883192826,0.01699435487753014,0.005044865434513577,0.007001208861249901,0.04594407813875112
tour_id7l1tqq3l,0.1051029752465603,0.8074371329905736,0.04176367409087337,0.0031585085356249255,0.0066274226559784755,0.035910286480389325
tour_idarhine53,0.14127760398737968,0.7491179697364146,0.031926639969366934,0.007260290730672106,0.010841056091691668,0.059576439484474865
tour_id1ssjmgtf,0.015067614162829994,0.0033086096039460482,0.0005375949793955662,0.2638792968128639,0.5003166766672202,0.21689020777374435
tour_idcjzpvsbd,0.2794586862243934,0.06801090976504398,0.005486101347794425,0.03529927422578402,0.04666317305661577,0.5650818553803683
tour_idp53f6fg8,0.012056415895349485,0.0025600307827473466,0.0002891030918622551,0.24964554669815678,0.5252748385225492,0.21017406500933497
tour_idrgw9c70j,0.392652878180453,0.33444944558989054,0.007328853461538192,0.023708222293693626,0.022191510317003116,0.2196690901574214
tour_idlx2jlzs3,0.29098594707316744,0.04182301999911727,0.0010116566256109104,0.04324327949143311,0.017663620145442347,0.605272476665229
tour_idjateimuw,0.7056428878383145,0.1527613773092799,0.006714653268511208,0.00934964803152864,0.005823962392314347,0.11970747116005123
tour_idof6v2a2t,0.05749810549016348,0.020659235716169608,0.0007916512166925626,0.2249458804581834,0.33751619282335465,0.35858893429543626
tour_idbphqzwq0,0.321510712048865,0.5117380137996265,0.014829381818848025,0.008853695286055856,0.00871501418059081,0.13435318286601394
tour_idnju0d13b,0.4345803654216526,0.43019312576128044,0.030427812253690203,0.008712547928984798,0.00656432883415285,0.08952181980023913
tour_idbtqabgv8,0.2701624770447583,0.2002209438762233,0.005764886209544182,0.03089238260846797,0.02543037774082855,0.46752893252017774
tour_idkzy90idc,0.2311463110069412,0.4810683637332476,0.04079873218104985,0.024802348434825712,0.03226469572200309,0.1899195489219325
tour_idybhcrip4,0.3092038229306657,0.5738426683399164,0.008176866988531468,0.010278824068766417,0.005503478592705725,0.09299433907941432
tour_idgo26zwiw,0.07088366235101377,0.7749461580936473,0.13441301000769174,0.0019575454204855992,0.003730806353517197,0.014068817773644387
tour_id6yuxzmbk,0.17196149907363126,0.7215626238092463,0.04924010284022084,0.004417034847484585,0.006423556944227672,0.04639518248518946
tour_idxl466y8a,0.21268877745797943,0.06145888666461007,0.0036010955738777313,0.06710433583270137,0.030113841275119162,0.6250330631957123
tour_idx73vs98v,0.166571453948654,0.7037459182639909,0.045963794479565695,0.008191703509732437,0.010308874076751778,0.06521825572130513
tour_id3r9btjk4,0.05939771300590882,0.02369367045729896,0.0015449649323954553,0.18010087460999716,0.15512735617903195,0.5801354208153677
tour_idhgq4urqb,0.17587552231163098,0.7088862544806095,0.014369590843437264,0.009778284054236506,0.012997203871436101,0.07809314443864962
tour_idurejxr5g,0.7171218572554588,0.14954052392124464,0.005295606641745387,0.00701425174957286,0.0055922372843149075,0.11543552314766345
tour_id8hmm45yg,0.19389792550866847,0.7095396899782703,0.038758255352894656,0.003887326452096739,0.007396256491371816,0.04652054621669785
tour_id18jsnowr,0.2638273277820967,0.14563103244113426,0.007361601618673896,0.05229529010202963,0.04130598663630862,0.4895787614197568
tour_idgs3jbjvb,0.2790476020310744,0.15875259193113048,0.0027542682716197647,0.041419531552128276,0.02206417294925906,0.495961833264788
tour_idikwsynra,0.07866973855050907,0.014930655013263941,0.0007526394941446272,0.14163099749957672,0.05678232787289198,0.7072336415696138
tour_idxexxrypa,0.0977662088163041,0.023543617696172088,0.0019707433326923342,0.06769035435978502,0.08513385285239952,0.723895222942647
tour_id4vle4re3,0.2634828268164583,0.5727327589352508,0.03494744905644553,0.010377574224255271,0.015354014573255104,0.10310537639433502
tour_id4ktjhmd1,0.4389356788845372,0.3118145392258497,0.006625614270264348,0.025560571059375533,0.011657424264223877,0.2054061722957494
tour_id51l3gvnj,0.21088093994972268,0.6779422483947749,0.02640675201509713,0.007838984866117329,0.007986013712213377,0.0689450610620747
tour_id8pp1z0qj,0.16644845090518792,0.053068142090447974,0.002076690019130873,0.10214928720914036,0.09970180328611883,0.576555626489974
tour_id60ehhnp2,0.16331175404934584,0.6579978333754765,0.10440121429911911,0.0066984211578315425,0.012315978456636177,0.0552747986615908
tour_idpxt0agk9,0.29359638706657076,0.5029900302864102,0.03485536436103737,0.013236428393365344,0.014469471955027565,0.1408523179375887
tour_id8zqbxmj5,0.26020836884148196,0.5143738661086243,0.022084987952427738,0.01580365307698537,0.021848096523690196,0.1656810274967902
tour_idp5ukjn9m,0.0016642540564623745,0.000347666765069923,6.0965341752955515e-05,0.056070113378900624,0.9211524670454482,0.02070453341236602
tour_idu7oecbie,0.00407667783582235,0.00101381901250961,8.685787901006414e-05,0.10771523991882037,0.8277972049987538,0.05931020035508388
tour_id1dr9cikr,0.11575792019616712,0.8231253229997743,0.03212378192682087,0.0019155714140940375,0.0035807804655407336,0.02349662299760318
tour_id0r3qxbif,0.15639462683539587,0.046103311715608865,0.0012743513600527168,0.07948089586684368,0.058765992873263645,0.6579808213488353
tour_idnox2sywq,0.17395628725460685,0.7068291707803926,0.034867847355423136,0.008306443359247908,0.00983307759195473,0.06620717365837463
tour_idy1jgkshd,0.0034873340330989306,0.0008350538812744548,8.049016405818789e-05,0.0722790368521538,0.8833767867926254,0.039941298276789085
tour_idgww40skh,0.4550895977292533,0.45427275646880216,0.0068324110472607336,0.007013909357063517,0.0035469045675297958,0.07324442083009042
tour_ida8jpbqln,0.23183001706617654,0.5882254648415509,0.05004692815431261,0.009517762906047292,0.013073143865356868,0.10730668316655573
tour_idhyrqzusv,0.11235537476283326,0.03056967889721305,0.0008661253573640763,0.12464338812800042,0.04307081769579681,0.6884946151587923
tour_idhad98cqz,0.35651808008084523,0.4678950972193055,0.016088051673304488,0.016640768359480567,0.022219354778892187,0.12063864788817195
tour_idmwm72g00,0.706810067010431,0.1692386580412334,0.0069830330052849995,0.007456984331007818,0.007104854980744779,0.10240640263129806
tour_idvwseyhh5,0.1027659827515755,0.7953370709282038,0.06510457921654662,0.0032311343546085635,0.004139760923612019,0.029421471825453568
tour_idgcf1yvij,0.011478864904068416,0.0031627725358086933,0.0003707905412901252,0.3478510458376728,0.3760562448959898,0.2610802812851701
tour_id3rxtrcif,0.06116339746669853,0.8318645490347939,0.08013869833040271,0.0021815836523885503,0.0033060872893736614,0.021345684226342743
tour_idy8ljrftg,0.45597374936363866,0.3433545527831154,0.0067201514354778245,0.017004811481533766,0.017191424384431525,0.1597553105518029
tour_idnp3tf107,0.0874733488707073,0.018533663287668947,0.0007596469592449029,0.14194217609262788,0.10755000997203192,0.643741154817719
tour_id6flbqbca,0.15619388877973395,0.05898121823443752,0.0019370401286189086,0.07777581355680709,0.05646700890107162,0.648645030399331
tour_idlwhkzuj1,0.22607502025380175,0.5929267016817881,0.01654997016878646,0.01341790063425459,0.016913568724928135,0.1341168385364411
tour_idyj7ih64p,0.1374766214269313,0.029256800351715354,0.0007662111360214037,0.05594128023279959,0.015895845816737298,0.760663241035795
tour_idpsajjmyx,0.1638824218505576,0.7299228769356214,0.04336959025302288,0.005277924062248212,0.01017294344780376,0.047374243450746326
tour_iddjm6wl6i,0.12561478202130735,0.028941961415330408,0.0006292458135059466,0.17424081194419191,0.12347710655243195,0.5470960922532324
tour_idtagybv4g,0.19733490342857424,0.6583357455499498,0.0348392718423425,0.009985913606108239,0.014879028653088383,0.08462513691993687
tour_idqafmheqa,0.20447217881527316,0.5843120086759276,0.03948248282836129,0.01789000747274695,0.02167553476085224,0.1321677874468389
tour_idyi6los82,0.2661549254940262,0.07927507769768956,0.001089653112402768,0.10508204260543026,0.049376422431808585,0.4990218786586425
tour_idih1eowcb,0.31067938420041147,0.3520693985473247,0.08681420852637105,0.026444575445969305,0.020629755878412693,0.20336267740151082
tour_id95d3hnoi,0.33636602258576864,0.2762998783125765,0.01743086290034531,0.025595168840108883,0.0404173984703856,0.30389066889081495
tour_idvldrbm0s,0.11275476068430525,0.03203908629502828,0.0009728312247938444,0.1183963966886461,0.07960464089298223,0.6562322842142443
tour_idiu5a5tzw,0.11951204846331553,0.7938957633371428,0.043643281433866636,0.003152065543843819,0.0060748026929609966,0.03372203852887006
tour_idv36rzh7c,0.024668712459731745,0.015566884141904762,0.0014543853335821442,0.18674591196024828,0.506429581552565,0.2651345245519681
tour_id85njxjsn,0.38305419547811026,0.2924186992068774,0.009291877340632712,0.029553785254519065,0.025456910479784794,0.26022453224007575
tour_ids4xd11vg,0.1068804880773474,0.8335098740559317,0.03240960381110758,0.0016228590325847237,0.0031584384276363434,0.022418736595392334
tour_ids6e9lk9c,0.29823475390454235,0.26497655895868955,0.009303382141612838,0.0287338113998486,0.012990371064013025,0.38576112253129363
tour_idhprlrkv6,0.18556014503653,0.08101714749402879,0.002205772493216966,0.07016555356955155,0.05159429276458038,0.6094570886420924
tour_id99pyaz9x,0.33898855151728824,0.5234963545496234,0.014520958060957124,0.007395904284676042,0.01110889404628973,0.10448933754116548
tour_idg7e3ui4n,0.27304394843413926,0.26842587654164585,0.006124927179581614,0.032672278119664284,0.01853826114153634,0.4011947085834326
tour_idrh37r0j7,0.09095711569589807,0.022147773249471363,0.0016728460578455948,0.15241958741254824,0.2242793322555832,0.5085233453286536
tour_iduxrqhcea,0.18626046078181974,0.6958586491662109,0.043240290484041044,0.004648482327892701,0.009958199879645992,0.06003391736038967
tour_id99d7kiwy,0.28081069864385394,0.49834219250962936,0.030906078251411763,0.018087900255906158,0.01654537710286091,0.15530775323633791
tour_idw8wm2o5v,0.023707068600525374,0.006116346075969052,0.0004344841891018074,0.16057180650602607,0.526845161796977,0.2823251328314006
tour_idqyq9zw0y,0.18813743080908857,0.6717247379694489,0.06158579085684074,0.006028868064899785,0.010989499055401843,0.06153367324432022
tour_idivwq4v1w,0.00291089755784547,0.0007125228904199483,6.858000880570086e-05,0.11100914338644487,0.837794794284255,0.04750406187222899
tour_id4xoqo9i1,0.394024494998394,0.5033279116788676,0.017283711372135347,0.005528901123572767,0.006224763156741969,0.0736102176702884
tour_idnevz5lyh,0.10069441668525032,0.8223395491218343,0.03836931067802094,0.0030975977051846135,0.006609778672732711,0.02888934713697687
tour_idn49b65yc,0.05526250290340284,0.017972226132827743,0.0005224715032858865,0.16465515045418344,0.10835477925226321,0.6532328697540368
tour_idjrta1z0l,0.14353889397282568,0.7720719730873256,0.037706461106184926,0.003221044219073884,0.008190232175174873,0.03527139543941502
tour_idequkopmm,0.18300948518022045,0.2692267355598858,0.008506458760491194,0.06249009222870371,0.09451539130459541,0.3822518369661033
tour_idkr5a8qhh,0.2593903635990436,0.14442876686557427,0.0036107674274856215,0.03914784283813878,0.027194572966609556,0.5262276863031481
tour_idck1i9jpy,0.007263006473313355,0.0015908618490942576,0.0001096704843960412,0.20991610753283163,0.6651391072334405,0.11598124642692416
tour_idamsemrsk,0.7125086065006709,0.14063766077629813,0.004956982911330794,0.009336974144362142,0.0053778082117758004,0.12718196745556212
tour_ide41cohib,0.20747853169384192,0.6680871729577791,0.01900682173786785,0.006825127038206482,0.010315866475955643,0.08828648009634919
tour_id2capxqan,0.0022706939297393283,0.0005591028021457668,5.884612322684204e-05,0.08634143864922732,0.8741793282980903,0.036590590197570425
tour_idmkyy3nzt,0.3182762778400874,0.17853123341289226,0.0019161362428179345,0.040803765254355924,0.017342850478810935,0.44312973677103557
tour_idnhl7qohv,0.18623260463270225,0.05746508018237872,0.004625476191637989,0.0719948305010639,0.027820356158063178,0.6518616523341539
tour_idh18uxy9f,0.01006328933682457,0.0029955819560651418,0.0002427206595098149,0.261391148011103,0.4966920155682807,0.2286152444682169
tour_idi0vhg24d,0.13448794414704288,0.08474038177100916,0.010315129435112296,0.10396037518973926,0.09699124625420338,0.5695049232028931
tour_ids4vqip7q,0.5565695911955653,0.25372056652425123,0.00941824482367446,0.014361184236499198,0.01114960575168259,0.15478080746832742
tour_idgejmazuc,0.7095493383717545,0.1593395260328721,0.007196293162140539,0.008027654488807191,0.0053185407459196195,0.11056864719850633
tour_idf80dee6z,0.242491347869966,0.28766009306101786,0.009589606729199103,0.02471973807438173,0.01833863275031011,0.4172005815151251
tour_id52jj29ct,0.25948613801739323,0.2489370355264378,0.321573562427019,0.01767683456620099,0.01987090405647466,0.13245552540647423
tour_idmku52s29,0.07816564741290258,0.04213419074209583,0.0024256787531615983,0.1388739122815796,0.14128846600066586,0.5971121048095946
tour_idfj2056k5,0.15800050079310748,0.0829258092289803,0.002645707754148823,0.08958952828717762,0.07758169477295208,0.5892567591636338
tour_idk3s3sgcv,0.41258457316590835,0.230556774476102,0.009326001760938167,0.025200775347292,0.01825945341919935,0.30407242183056016
